text,gender,sentiment
"Thanks to the most recent flood of jewelers lying around, possibly we'll try these guys publicly instead.",F,1
Made my day:,M,1
Priceline offers a Tool to help people find the cutest and most price-cutting hotels,F,1
Looks like a good company for old books and almost always low prices and free store cards.,F,1
'Just got my phone back',F,1
fast shipping and good prices.,M,1
Excellent customer service,F,1
Very pleased again with this product price,M,1
Excellent place to buy digital credit card; good service,M,1
"Excellent case, excellent values: Once again - the best!",M,1
": Wow, best thing ever!! :",M,1
Awful experience,M,0
by substantial : it was all lovely,M,1
Excellent quality joggers,F,1
They have convenience and it's great!,F,1
They have great prices and issue free service.,M,1
For Used from $60 on a brand new jeans bag! Will buy again!,F,1
used my two free tickets and can't get them to work,F,1
"The search for OJ parts in the York Sullivan area can be quite confusing no matter what you're looking for the job, let us know what you",M,1
Patrick Stillfield,M,1
Great experience!,F,1
Great company!,F,1
Thank you for your wonderful product and for the speedy delivery!,F,1
Not happy with company,M,0
Great service with free shipping and special invitations!,F,1
Timely delivery of transcripts. Quick turnaround.,F,1
Tool manuals for machines have wonderful pictures that eEuroparts can share with you. The delivery time is fine.,M,1
"Perfect present for perfect people, my daughter wanted an angel caller before.",F,1
"Great prices, is very cost effective, easy steps to get the details right, works correctly, looks good, perfect for the holidays.",F,1
Exactly what I needed.,M,1
"""",M,1
"For autumn/winter 2017/2013 - If you redirected to our site, there was an error on stage",M,0
Did exactly what I asked him to do for me.,M,1
Selling partss making them look good,M,1
Great selection and pricing for printer ink cartridges in a way not seen before,F,1
satisfied partsgeek refund No questions asked neg assored,M,1
human beings may not delete nothing such that the rules still apply,F,0
Excellent delivery service,M,1
Speedy and dependable,F,1
golden customers!,M,1
"Great price, service but conduct is pretty good.",F,1
I made about $8 for a dozen cords and flashed them in a computer at work and plugged them in to my laptop at home.,F,1
"Very fast service, easy ordering, prompt delivery.",M,1
The wide variety of gifts and large choices. The prices are very reasonable,F,1
Excellent quick service!: The lens arrived within two days of me placing the order,F,1
fantastic service and quality product,F,1
Recently came across ornamental pet food delivery service -- use your smart phone or office computer to find out what they deliver -- no hard closing required.,F,1
Quality at the best price! Absolutely brilliant!,F,1
Financial Trading and Syndication - Global Resources Solutions,F,1
Very good convenience to rent cars online,M,1
"Couldn't delete this post, certainly in memory 6567",M,1
Chocolate trading company in la puerta de bay,F,1
Easy to use online shopping,M,1
I absolutely love their service.,M,1
Great students can be a bit expensive. The hotel doesn't want to be cramped so ensure you get room to yourself.,F,1
Expansion electronics parts and no hassle!,M,1
Excellent products at a reasonable price,M,1
Thanks Express of Stoke,F,1
Love the t-shirts,F,1
He bought something from a dealer and it runs perfect.,M,1
Fast delivery & good prices.: You pack nothing at all - a brand new selection of lion bark sticks to keep dogs busy for hours.,F,1
Everyone was excellent.,M,1
I don't shop anywhere else but BaubleBar. Thanks for the great reviews.,F,1
Good to go!,F,1
Great help. Would come back again,M,1
Great quality durable dishwashing area item prices on holiday budget,M,1
Great product and nice people!,F,1
...,M,1
Thank you for a great service and food!,M,1
Simple Fast Loan,F,1
Awesome selection of beer over 75 varieties Also they deliver and pickup.,F,1
Great service!,M,1
"Had a bad experience ordering items for my dog, both in service and on the spot",F,0
great device kit,F,1
Always good for everything. Always helpful with everything.,F,1
"PetFlow has been killing snakes and infecting dogs with a plethora of yummy treats and toys. anyway, get the spoiled rotten box and get in on the action.",F,1
Cult Pens is our go-to company for all of our ink and laser writing needs.,F,1
Anthony,F,1
Very strong Tea and coffee station. Clean and brightly colored.,F,1
Great food Great service and they are friendly.,M,1
Make your heading catchy in this classroom,M,1
ea of how fantastic it is! effortlessly addictive products,M,1
I agree That the whole process was friendly and overall though they explained some stuff up front,F,1
"I ordered clothes with the receipt, with delivery date and less.",M,1
"Great products, fast shipping!",F,1
MySpace Website,F,0
"Great deals Find the deal, claim the discount and sign up for a service on Wowcher. Quote your credit card or brochure loan amount and send your details to the worlds leading providers",M,1
Poor filter.,M,0
"A very efficient company,",M,1
Priceline has Auto Rental for the WHOLE family on a great Vacation in Hawaii!!!,F,1
Belfast store...very good,F,1
good customer service,F,1
Excellent service. Thank you for doing business with me,M,1
FOTOFleas'site' paperwindow block printout famous napkin incorporates substitute webwindow boxes records the term ( estate-free),F,1
Best PriceBest Products: I choose Supplement Warehouse over all the competitors.,M,1
Thank You for the Diamonds I Buy,M,1
Discount virgin bubble tea boat ship at Drinkstuff.com,M,1
"Measured cable for me, exactly what I needed.",M,1
"rmark item service, honest, satisfactory and perfect",F,1
I was looking for the input for my router and hit upon this striking user.,M,1
"Super experience!: Easy to use, fast shipping.",F,1
exceptional super fast delivery,F,1
"Excellent: This company has been ranked 5th by Google in their user rating of 40 out of 500, BUT do not spend your money if",F,1
Excellent and fast shipping!,F,1
THREATENED FREEZE DIE,M,1
Excellent quality fountain pens - ItBerg,M,1
Very good quality product with fast delivery,M,1
Best Credit Consignment Service Ever,F,1
"Should do what is said ""meet and greet""",M,1
Imagine yort love u then buy from!,M,1
",Is the Teamwork  Fundamentalism at the Heart of ICH's Strategic Vision Making the Changeis The Answer: Fiscal Imbalance in the Translation Industry",M,1
Codycane promo code didn't apply to my bag. Bad experience at checkout,F,0
"Corporate Hospitality, helped with thanks to family members.",F,1
Great site to buy contacts online. Cheap and good quality.,M,1
Best taxi company in January of last year,F,1
Best travel company available to me,M,1
Hooking your CB up to your bike.,M,1
"Yuleon gas has a full gas supply during floods: its prices are cheaper and the demand for gas steadily drop, the gas does not crowd Shell's stores. But Chilly weather and some misshapen driver wanted to take a break and get some oil near Stockton and the deliveries stay on top of things.",M,0
"Great Product and Great Service: I used to use Berocca as my drink first thing in the morning, but found that it had an artificial taste. Wellman Boost is a better alternative for me and I find that it seems to last longer in the system than others, website is easy to use and delivery (that was free) was quick, early and just what you want from a company!!!",M,1
Great sunglasses,F,1
What a great shopping experience one customer had.,F,1
Thank you Chewy Team,M,1
I will restore my boat while the base is out of commission,M,1
They are great if you need urgent ones,M,1
Good from the first screen,M,1
very pleased,F,1
curtains for me!,F,1
C of B,M,1
Great service,M,1
One or Two sheets most of the times.,F,1
"Excellent choice, prices, and service. Reliable. (As opposed to clear competition on price...)",M,1
EE spares,M,1
"As I park my car outside, I have decided to keep more items nearby in this over-sized vat.",F,1
Cult covers any kind of pen and pencil need and its professional and reliable,M,1
Yummy and highly recommended,M,1
Great deal I really felt they looked nice and was the contract for about 5 years.,F,1
quick return on ink,F,1
Great customer Service,M,1
We tried Town Fair tire store. It's good to see a tire store in the area.,F,1
Netmoney offers a wide variety of offerings not exclusive to banks.,M,1
Good service. PartsGeek has the best quality product at the best price.,M,1
Can't beat the price!,F,1
Free Lesson Plan mary is a superb teacher!!!!,M,1
"""Nato is currently seeking Marketing Specialists""",F,1
it worthy to do that at home and more easy too and very useful too. : I had told friends about it and they seem keen and will do nice in future.,M,1
I have numero 16.,M,1
warranty,M,1
If you want something special... buy my North Face ice jacket.,M,1
